CÓDIGO SNIES DEL PROGRAMA;PROGRAMA ACADÉMICO;AÑO;SEMESTRE;MATRICULADOS
1518;TECNOLOGIA EN DISEÑO INDUSTRIAL;2022;1;6
2114;TECNOLOGIA EN ELECTROMECANICA;2022;1;128
4277;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2022;1;1
4750;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2022;1;13
6536;TECNOLOGIA EN PRODUCCION;2022;1;3
6537;TECNOLOGIA EN TELECOMUNICACIONES;2022;1;85
8483;TECNOLOGIA EN CALIDAD;2022;1;2
8485;TECNOLOGIA EN SISTEMAS DE INFORMACION;2022;1;3
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2022;1;626
11085;TECNOLOGIA EN ELECTRONICA;2022;1;83
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2022;1;3183
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2022;1;317
52129;INGENIERIA ELECTRÓNICA;2022;1;187
52130;INGENIERIA ELECTROMECÁNICA;2022;1;337
52131;INGENIERIA DE PRODUCCIÓN;2022;1;525
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2022;1;77
52205;INGENIERIA DE SISTEMAS;2022;1;501
52299;INGENIERÍA DE TELECOMUNICACIONES;2022;1;231
53340;INGENIERÍA BIOMÉDICA;2022;1;1396
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2022;1;18
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2022;1;529
53800;TECNOLOGIA EN CALIDAD;2022;1;250
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2022;1;370
53802;TECNOLOGIA EN PRODUCCIÓN;2022;1;246
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2022;1;1914
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2022;1;423
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2022;1;40
55018;ESPECIALIZACIÓN EN FINANZAS;2022;1;40
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2022;1;117
55072;ADMINISTRACIÓN TECNÓLOGICA;2022;1;1784
55105;FÍSICA;2022;1;2
90355;ARTES VISUALES;2022;1;325
90442;INGENIERÍA MECATRÓNICA;2022;1;1718
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2022;1;8
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2022;1;22
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2022;1;21
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2022;1;46
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2022;1;731
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2022;1;18
104332;QUÍMICA INDUSTRIAL;2022;1;448
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2022;1;385
104740;MAESTRÍA EN ARTES DIGITALES;2022;1;28
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2022;1;35
105852;CONTADURÍA PÚBLICA;2022;1;1493
106188;INGENIERÍA DE LA CALIDAD;2022;1;421
106314;CINE;2022;1;315
106505;MAESTRÍA EN METROLOGÍA;2022;1;1
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2022;1;32
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2022;1;608
106973;DOCTORADO EN INGENIERÍA;2022;1;22
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2022;1;448
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2022;1;507
107390;INGENIERIA FINANCIERA;2022;1;729
107391;CIENCIAS AMBIENTALES;2022;1;308
107423;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2022;1;11
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2022;1;433
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2022;1;1917
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2022;1;12
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2022;1;499
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2022;1;193
108394;TECNOLOGÍA EN DISEÑO Y PROGRAMACIÓN DE SOLUCIONES DE SOFTWARE COMO SERVICIO;2022;1;124
108639;TECNOLOGÍA EN DESARROLLO DE APLICACIONES PARA DISPOSITIVOS MÓVILES;2022;1;65
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2022;1;339
109927;INTERPRETACIÓN Y TRADUCCIÓN LENGUA DE SEÑAS COLOMBIANA - ESPAÑOL;2022;1;45
2114;TECNOLOGIA EN ELECTROMECANICA;2014;1;1171
6537;TECNOLOGIA EN TELECOMUNICACIONES;2014;1;1364
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2014;1;447
11085;TECNOLOGIA EN ELECTRONICA;2014;1;676
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2014;1;3135
17719;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2014;1;31
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2014;1;372
52129;INGENIERIA ELECTRONICA;2014;1;211
52130;INGENIERIA ELECTROMECANICA;2014;1;452
52131;INGENIERIA DE PRODUCCION;2014;1;594
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2014;1;668
52205;INGENIERIA DE SISTEMAS;2014;1;462
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2014;1;205
52299;INGENIERIA DE TELECOMUNICACIONES;2014;1;384
53340;INGENIERIA BIOMEDICA;2014;1;1622
53798;MAESTRIA EN GESTION ENERGETICA INDUSTRIAL;2014;1;17
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2014;1;548
53800;TECNOLOGIA EN CALIDAD;2014;1;834
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2014;1;2317
53802;TECNOLOGIA EN PRODUCCION;2014;1;1693
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2014;1;2471
53806;TECNOLOGIA EN DISEÑO INDUSTRIAL;2014;1;1157
53892;MAESTRIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL;2014;1;31
55018;ESPECIALIZACION EN FINANZAS;2014;1;20
55019;ESPECIALIZACION EN FORMULACION Y EVALUACION DE PROYECTOS;2014;1;88
55072;ADMINISTRACION TECNOLOGICA;2014;1;839
55105;FISICA;2014;1;21
90355;ARTES VISUALES;2014;1;248
90442;INGENIERIA MECATRONICA;2014;1;962
101804;MAESTRIA EN ESTUDIOS DE CIENCIA, TECNOLOGIA, SOCIEDAD E INNOVACION;2014;1;16
101977;MAESTRIA EN GESTION DE LA INNOVACION TECNOLOGICA, COOPERACION Y DESARROLLO REGIONAL;2014;1;22
2114;TECNOLOGIA EN ELECTROMECANICA;2015;1;1097
6537;TECNOLOGIA EN TELECOMUNICACIONES;2015;1;1207
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2015;1;373
11085;TECNOLOGIA EN ELECTRONICA;2015;1;640
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2015;1;3122
17719;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2015;1;9
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2015;1;358
52129;INGENIERIA ELECTRONICA;2015;1;237
52130;INGENIERIA ELECTROMECANICA;2015;1;465
52131;INGENIERIA DE PRODUCCION;2015;1;493
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2015;1;637
52205;INGENIERIA DE SISTEMAS;2015;1;437
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2015;1;166
52299;INGENIERIA DE TELECOMUNICACIONES;2015;1;353
53340;INGENIERIA BIOMEDICA;2015;1;1742
53798;MAESTRIA EN GESTION ENERGETICA INDUSTRIAL;2015;1;25
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2015;1;592
53800;TECNOLOGIA EN CALIDAD;2015;1;701
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2015;1;2112
53802;TECNOLOGIA EN PRODUCCION;2015;1;1541
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2015;1;2600
53806;TECNOLOGIA EN DISEÑO INDUSTRIAL;2015;1;1036
53892;MAESTRIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL;2015;1;39
55018;ESPECIALIZACION EN FINANZAS;2015;1;31
55019;ESPECIALIZACION EN FORMULACION Y EVALUACION DE PROYECTOS;2015;1;145
55072;ADMINISTRACION TECNOLOGICA;2015;1;1048
55105;FISICA;2015;1;14
90355;ARTES VISUALES;2015;1;291
90442;INGENIERIA MECATRONICA;2015;1;1181
101804;MAESTRIA EN ESTUDIOS DE CIENCIA, TECNOLOGIA, SOCIEDAD E INNOVACION;2015;1;23
101977;MAESTRIA EN GESTION DE LA INNOVACION TECNOLOGICA, COOPERACION Y DESARROLLO REGIONAL;2015;1;32
102977;MAESTRIA EN DESARROLLO SOSTENIBLE;2015;1;11
103841;MAESTRIA EN SEGURIDAD INFORMATICA;2015;1;10
103928;INGENIERIA EN DISEÑO INDUSTRIAL;2015;1;60
2114;TECNOLOGIA EN ELECTROMECANICA;2016;1;1094
6537;TECNOLOGIA EN TELECOMUNICACIONES;2016;1;1099
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2016;1;310
11085;TECNOLOGIA EN ELECTRONICA;2016;1;628
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2016;1;3367
17719;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2016;1;3
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2016;1;322
52129;INGENIERIA ELECTRÓNICA;2016;1;231
52130;INGENIERIA ELECTROMECÁNICA;2016;1;467
52131;INGENIERIA DE PRODUCCIÓN;2016;1;511
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2016;1;635
52205;INGENIERIA DE SISTEMAS;2016;1;436
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2016;1;81
52299;INGENIERÍA DE TELECOMUNICACIONES;2016;1;360
53340;INGENIERÍA BIOMÉDICA;2016;1;1856
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2016;1;27
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2016;1;543
53800;TECNOLOGIA EN CALIDAD;2016;1;731
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2016;1;2205
53802;TECNOLOGIA EN PRODUCCIÓN;2016;1;1478
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2016;1;2576
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2016;1;890
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2016;1;37
55018;ESPECIALIZACIÓN EN FINANZAS;2016;1;44
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2016;1;150
55072;ADMINISTRACIÓN TECNÓLOGICA;2016;1;1192
55105;FÍSICA;2016;1;13
90355;ARTES VISUALES;2016;1;319
90442;INGENIERÍA MECATRÓNICA;2016;1;1393
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2016;1;29
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2016;1;41
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2016;1;18
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2016;1;33
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2016;1;285
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2016;1;7
104332;QUÍMICA INDUSTRIAL;2016;1;70
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2016;1;75
104740;MAESTRÍA EN ARTES DIGITALES;2016;1;13
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2016;1;23
2114;TECNOLOGIA EN ELECTROMECANICA;2017;1;1034
6537;TECNOLOGIA EN TELECOMUNICACIONES;2017;1;881
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2017;1;296
11085;TECNOLOGIA EN ELECTRONICA;2017;1;587
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2017;1;3368
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2017;1;334
52129;INGENIERIA ELECTR¿NICA;2017;1;202
52130;INGENIERIA ELECTROMECÁNICA;2017;1;395
52131;INGENIERIA DE PRODUCCIÓN;2017;1;503
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2017;1;661
52205;INGENIERIA DE SISTEMAS;2017;1;426
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2017;1;25
52299;INGENIER¿A DE TELECOMUNICACIONES;2017;1;351
53340;INGENIERÍA BIOMÉDICA;2017;1;1830
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2017;1;21
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2017;1;477
53800;TECNOLOGIA EN CALIDAD;2017;1;624
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2017;1;2207
53802;TECNOLOGIA EN PRODUCCIÓN;2017;1;1366
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2017;1;2584
53806;TECNOLOG¿A EN DISE¿O INDUSTRIAL;2017;1;706
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2017;1;40
55018;ESPECIALIZACIÓN EN FINANZAS;2017;1;43
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2017;1;134
55072;ADMINISTRACIÓN TECNÓLOGICA;2017;1;1282
55105;FÍSICA;2017;1;13
90355;ARTES VISUALES;2017;1;371
90442;INGENIERÍA MECATRÓNICA;2017;1;1526
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2017;1;24
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2017;1;41
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2017;1;19
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2017;1;40
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2017;1;506
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2017;1;14
104332;QUÍMICA INDUSTRIAL;2017;1;157
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2017;1;137
104740;MAESTRÍA EN ARTES DIGITALES;2017;1;17
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2017;1;114
105852;CONTADURÍA PÚBLICA;2017;1;149
2114;TECNOLOGIA EN ELECTROMECANICA;2018;1;1005
6537;TECNOLOGIA EN TELECOMUNICACIONES;2018;1;781
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2018;1;371
11085;TECNOLOGIA EN ELECTRONICA;2018;1;573
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2018;1;3420
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2018;1;326
52129;INGENIERIA ELECTRÓNICA;2018;1;227
52130;INGENIERIA ELECTROMECÁNICA;2018;1;424
52131;INGENIERIA DE PRODUCCIÓN;2018;1;531
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2018;1;797
52205;INGENIERIA DE SISTEMAS;2018;1;568
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2018;1;9
52299;INGENIERÍA DE TELECOMUNICACIONES;2018;1;368
53340;INGENIERÍA BIOMÉDICA;2018;1;1767
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2018;1;25
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2018;1;464
53800;TECNOLOGIA EN CALIDAD;2018;1;622
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2018;1;2238
53802;TECNOLOGIA EN PRODUCCIÓN;2018;1;1260
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2018;1;2465
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2018;1;624
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2018;1;42
55018;ESPECIALIZACIÓN EN FINANZAS;2018;1;51
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2018;1;130
55072;ADMINISTRACIÓN TECNÓLOGICA;2018;1;1402
55105;FÍSICA;2018;1;7
90355;ARTES VISUALES;2018;1;352
90442;INGENIERÍA MECATRÓNICA;2018;1;1515
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2018;1;15
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2018;1;46
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2018;1;31
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2018;1;32
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2018;1;608
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2018;1;13
104332;QUÍMICA INDUSTRIAL;2018;1;225
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2018;1;200
104740;MAESTRÍA EN ARTES DIGITALES;2018;1;25
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2018;1;117
105852;CONTADURÍA PÚBLICA;2018;1;378
106188;INGENIERÍA DE LA CALIDAD;2018;1;88
106314;CINE;2018;1;87
2114;TECNOLOGIA EN ELECTROMECANICA;2019;1;650
6537;TECNOLOGIA EN TELECOMUNICACIONES;2019;1;417
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2019;1;522
11085;TECNOLOGIA EN ELECTRONICA;2019;1;341
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2019;1;3444
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2019;1;310
52129;INGENIERIA ELECTRÓNICA;2019;1;210
52130;INGENIERIA ELECTROMECÁNICA;2019;1;367
52131;INGENIERIA DE PRODUCCIÓN;2019;1;510
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2019;1;703
52205;INGENIERIA DE SISTEMAS;2019;1;526
52272;INGENIERIA EN DISEÑO INDUSTRIAL;2019;1;1
52299;INGENIERÍA DE TELECOMUNICACIONES;2019;1;323
53340;INGENIERÍA BIOMÉDICA;2019;1;1622
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2019;1;18
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2019;1;461
53800;TECNOLOGIA EN CALIDAD;2019;1;585
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2019;1;1444
53802;TECNOLOGIA EN PRODUCCIÓN;2019;1;971
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2019;1;2343
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2019;1;543
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2019;1;32
55018;ESPECIALIZACIÓN EN FINANZAS;2019;1;37
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2019;1;121
55072;ADMINISTRACIÓN TECNÓLOGICA;2019;1;1386
55105;FÍSICA;2019;1;5
90355;ARTES VISUALES;2019;1;327
90442;INGENIERÍA MECATRÓNICA;2019;1;1638
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2019;1;13
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2019;1;44
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2019;1;39
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2019;1;46
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2019;1;675
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2019;1;12
104332;QUÍMICA INDUSTRIAL;2019;1;303
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2019;1;277
104740;MAESTRÍA EN ARTES DIGITALES;2019;1;12
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2019;1;51
105852;CONTADURÍA PÚBLICA;2019;1;619
106188;INGENIERÍA DE LA CALIDAD;2019;1;242
106314;CINE;2019;1;183
106505;MAESTRÍA EN METROLOGÍA;2019;1;11
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2019;1;24
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2019;1;220
106973;DOCTORADO EN INGENIERÍA;2019;1;5
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2019;1;206
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2019;1;105
107390;INGENIERIA FINANCIERA;2019;1;132
107391;CIENCIAS AMBIENTALES;2019;1;62
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2019;1;167
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2019;1;72
2114;TECNOLOGIA EN ELECTROMECANICA;2020;1;366
6537;TECNOLOGIA EN TELECOMUNICACIONES;2020;1;232
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2020;1;491
11085;TECNOLOGIA EN ELECTRONICA;2020;1;195
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2020;1;3174
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2020;1;311
52129;INGENIERIA ELECTRÓNICA;2020;1;191
52130;INGENIERIA ELECTROMECÁNICA;2020;1;331
52131;INGENIERIA DE PRODUCCIÓN;2020;1;498
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2020;1;490
52205;INGENIERIA DE SISTEMAS;2020;1;506
52299;INGENIERÍA DE TELECOMUNICACIONES;2020;1;288
53340;INGENIERÍA BIOMÉDICA;2020;1;1533
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2020;1;15
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2020;1;496
53800;TECNOLOGIA EN CALIDAD;2020;1;453
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2020;1;1029
53802;TECNOLOGIA EN PRODUCCIÓN;2020;1;635
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2020;1;2095
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2020;1;531
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2020;1;27
55018;ESPECIALIZACIÓN EN FINANZAS;2020;1;52
55019;ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2020;1;128
55072;ADMINISTRACIÓN TECNÓLOGICA;2020;1;1343
55105;FÍSICA;2020;1;4
90355;ARTES VISUALES;2020;1;333
90442;INGENIERÍA MECATRÓNICA;2020;1;1576
101804;MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN;2020;1;22
101977;MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA, COOPERACIÓN Y DESARROLLO REGIONAL;2020;1;30
102977;MAESTRÍA EN DESARROLLO SOSTENIBLE;2020;1;21
103841;MAESTRIA EN SEGURIDAD INFORMÁTICA;2020;1;41
103928;INGENIERÍA EN DISEÑO INDUSTRIAL;2020;1;702
104318;MAESTRÍA EN INGENIERÍA BIOMÉDICA;2020;1;16
104332;QUÍMICA INDUSTRIAL;2020;1;350
104682;ARTES DE LA GRABACION Y PRODUCCION MUSICAL;2020;1;311
104740;MAESTRÍA EN ARTES DIGITALES;2020;1;18
104905;MAESTRÍA EN CIENCIAS: INNOVACION EN EDUCACIÓN;2020;1;35
105852;CONTADURÍA PÚBLICA;2020;1;925
106188;INGENIERÍA DE LA CALIDAD;2020;1;298
106314;CINE;2020;1;231
106505;MAESTRÍA EN METROLOGÍA;2020;1;9
106584;MAESTRÍA EN GESTIÓN DE ORGANIZACIONES;2020;1;47
106810;TECNOLOGIA EN SISTEMAS ELECTROMECANICOS;2020;1;386
106973;DOCTORADO EN INGENIERÍA;2020;1;8
107004;TECNOLOGIA EN AUTOMATIZACIÓN ELECTRONICA;2020;1;313
107381;TECNOLOGÍA EN GESTIÓN DE REDES DE  TELECOMUNICACIONES;2020;1;239
107390;INGENIERIA FINANCIERA;2020;1;359
107391;CIENCIAS AMBIENTALES;2020;1;146
107534;TECNOLOGIA EN SISTEMAS DE PRODUCCIÓN;2020;1;233
107535;TECNOLOGIA EN DESARROLLO DE SOFTWARE;2020;1;631
107695;ESPECIALIZACIÓN EN GESTIÓN DE SISTEMAS ENERGÉTICOS INDUSTRIALES;2020;1;17
107696;TECNOLOGÍA EN GESTIÓN ADMINISTRATIVA;2020;1;155
107943;TECNOLOGÍA EN ANÁLISIS DE COSTOS Y PRESUPUESTOS;2020;1;46
108789;TECNOLOGIA EN CONTROL DE LA CALIDAD;2020;1;135
2114;TECNOLOGIA EN ELECTROMECANICA;2021;1;224
4750;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2021;1;1
6536;TECNOLOGIA EN PRODUCCION;2021;1;3
6537;TECNOLOGIA EN TELECOMUNICACIONES;2021;1;146
8483;TECNOLOGIA EN CALIDAD;2021;1;1
9466;TECNOLOGIA EN MANTENIMIENTO DE EQUIPO BIOMEDICO;2021;1;647
11085;TECNOLOGIA EN ELECTRONICA;2021;1;132
15600;TECNOLOGIA EN GESTION ADMINISTRATIVA;2021;1;3726
17720;TECNOLOGIA EN INFORMATICA MUSICAL;2021;1;418
52129;INGENIERIA ELECTRÓNICA;2021;1;235
52130;INGENIERIA ELECTROMECÁNICA;2021;1;377
52131;INGENIERIA DE PRODUCCIÓN;2021;1;505
52204;INGENIERIA FINANCIERA Y DE NEGOCIOS;2021;1;259
52205;INGENIERIA DE SISTEMAS;2021;1;526
52299;INGENIERÍA DE TELECOMUNICACIONES;2021;1;302
53340;INGENIERÍA BIOMÉDICA;2021;1;1595
53798;MAESTRÍA EN GESTIÓN ENERGÉTICA INDUSTRIAL;2021;1;17
53799;TECNOLOGIA EN CONSTRUCCION DE ACABADOS ARQUITECTONICOS;2021;1;570
53800;TECNOLOGIA EN CALIDAD;2021;1;350
53801;TECNOLOGIA EN SISTEMAS DE INFORMACION;2021;1;664
53802;TECNOLOGIA EN PRODUCCIÓN;2021;1;435
53803;TECNOLOGIA EN ANALISIS DE COSTOS Y PRESUPUESTOS;2021;1;2117
53806;TECNOLOGÍA EN DISEÑO INDUSTRIAL;2021;1;573
53892;MAESTRÍA EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;2021;1;37
