"SERVIDOR,""SISTEMA OPERATIVO"",""CPU"",""RAM"",""DISCO"",""TIPO"",""IP"",""SERIAL"",""VIGENCIA"",""CANTIDADDISCOSMB"",""POWERSTATE"",""ESTADOTOOLS"",""NOMBREESX"",""CLUSTER"",""GRANJA"",""PROCESADOR"",""MARCA"",""MODELO"",""NOTAS"",""ALIADO"",""SERVICIO"",""RESPONSABLE"",""SEDE"",""ORDENCAMBIO"",""ORDENCOMPRA"",""VALORCOMPRA"",""NUMEROACTIVO"",""PLACA"",""FECHAINIGARANTIA"",""FECHAFINGARANTIA"",""COMPANIA"",""OBSERVACIONES"",""CLASESERVIDOR"",""FECHAREGISTRO"",""FACTURABLE"",""ESTADO"",""AMBIENTEDESTINO"",""FECHARETIRO"",""ORDENCAMBIORETIRO"",""UBICACION"",""ENLINEABASE"",""CIUDAD"",""POLITICASBACKUP"",""UNIDADNEGOCIO"",""RIESGO"""
"Arljoomlaappp03,""Red Hat Enterprise Linux 8 (64-bit)"",""10"",""30"",""215"",""Virtual"",""10.205.28.18 | 10.205.28.24 | 10.9.8.3"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware36ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""OC 	289462 Villa Issa Anuar Azor Vlan 62 IP 10.205.28.18"",""KYNDRYL"",""joomla"",""Villa Issa Anuar Azor"",""DATACENTER BOGOTA"",""289462"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""OC 	289462 Villa Issa Anuar Azor Vlan 62 IP 10.205.28.18"",""SERVIDOR DE APLICACIONES"",""2021-11-18"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"Arljoomlaappp04,""Red Hat Enterprise Linux 8 (64-bit)"",""10"",""30"",""215"",""Virtual"",""10.205.28.19 | 10.205.28.25 | 10.9.8.4"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware40ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""OC 	289462 Villa Issa Anuar Azor Vlan 62 IP 10.205.28.19"",""KYNDRYL"",""joomla"",""Villa Issa Anuar Azor"",""SITIO ALTERNO BOGOTA"",""289462"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""OC 	289462 Villa Issa Anuar Azor Vlan 62 IP 10.205.28.19"",""SERVIDOR DE APLICACIONES"",""2021-11-18"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"","""",""SI"","""","""""
"ARLMDEJOOMLAL01,""Red Hat Enterprise Linux 6 (64-bit)"",""3"",""5"",""231"",""Virtual"",""10.203.38.11 | 10.203.38.54 | 10.203.38.60 | 10.203.38.67 | 10.9.8.1"","""",""Activo"",""6"",""poweredOn"",""toolsOld"",""vmware03nc100.suramericana.com.co"",""SURA"",""LABORATORIO"",""Intel(R) Xeon(R) Gold 6348H CPU @ 2.30GHz"","""",""VMware, Inc."",""Servidores Para Laboratorio de Joomla de ARL para el proyecto Web 3.0"",""KYNDRYL"","""","""",""DATACENTER BOGOTA"","""","""","""","""","""",""0000-00-00"",""0000-00-00"",""EPS SURA"","""",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""LABORATORIO"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"",""ARL SURA"","""""
"Arlmdejoomlap09,""Red Hat Enterprise Linux 6 (64-bit)"",""12"",""16"",""560"",""Virtual"",""10.203.4.129 | 10.203.4.169 | 10.203.4.212 | 10.9.8.3"","""",""Activo"",""1"",""poweredOn"",""toolsOld"",""vmware44ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8276 CPU @ 2.20GHz"","""",""VMware, Inc."",""OC271601 Joomla Segunda Ola"",""KYNDRYL"",""Sitio ARL"",""Equipo AppServer"",""DATACENTER BOGOTA"",""271601"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""OC271601 Joomla Segunda Ola"",""SERVIDOR DE APLICACIONES"",""2021-05-20"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"Arlmdejoomlap10,""Red Hat Enterprise Linux 6 (64-bit)"",""12"",""16"",""560"",""Virtual"",""10.203.4.168 | 10.203.4.171 | 10.203.4.217 | 10.9.8.4"","""",""Activo"",""1"",""poweredOn"",""toolsOld"",""vmware35ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""OC271601 Joomla Segunda Ola"",""KYNDRYL"",""Sitio ARL"",""Equipo Appserver"",""DATACENTER BOGOTA"",""271601"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""OC271601 Joomla Segunda Ola"",""SERVIDOR DE APLICACIONES"",""2021-05-21"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"ARLMDEPISO7,""Microsoft Windows Server 2016 Standard"",""8"",""16"",""930"",""Fisico"",""10.202.4.83"",""3KTR4Z2"",""Activo"",""0"","""","""","""","""","""",""Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz"",""Dell Inc."",""PowerEdge R440"","""",""ARUS"",""Aplicaciones Diogenes"",""Aldemar Posada"",""Central Medellin"",""NA"",""4501193257"",""2970.4"",""110000018505"",""70755002"",""2019-09-07"",""2024-10-06"",""ARL SURA"","""",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""SEDE"",""SI"",""MEDELLIN"",""SI"","""","""""
"arlohsappp01,""Red Hat Enterprise Linux 8 (64-bit)"",""2"",""8"",""105"",""Virtual"",""10.203.16.138 | 10.203.16.124 | 10.203.16.125 | 10.203.16.122"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware37ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""07jul20 - RHEL 8.2"",""KYNDRYL"","""",""Equipo de base de datos"",""DATACENTER BOGOTA"",""243337"","""","""","""","""",""0000-00-00"",""0000-00-00"",""TRANSVERSAL"",""Migracion weblogic"",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"arlohsappp02,""Red Hat Enterprise Linux 8 (64-bit)"",""2"",""8"",""105"",""Virtual"",""10.203.16.139 | 10.203.16.128 | 10.203.16.129 | 10.203.16.126"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware40ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""07jul20 - RHEL 8.2"",""KYNDRYL"","""",""Equipo de base de datos"",""DATACENTER BOGOTA"",""243337"","""","""","""","""",""0000-00-00"",""0000-00-00"",""TRANSVERSAL"",""Migracion weblogic"",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"arlohsappsa01,""Red Hat Enterprise Linux 6 (64-bit)"",""4"",""13"",""100"",""Virtual"",""10.200.152.81"","""",""Activo"",""1"",""poweredOn"",""toolsOld"",""vmwaresa05.suramericana.com.co"",""Sura-SitioAlterno"",""SA"",""Intel(R) Xeon(R) Gold 6238R CPU @ 2.20GHz"","""",""VMware, Inc."",""Se debe crear una maquina aparte para la aplicacion POC Drools esto debido a que el manejado en Weblogic requiere de 4 G de RAM para la correcta operacion"",""KYNDRYL"","""","""",""DATACENTER MEDELLIN"",""247039"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""CA 247039"",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""SITIO ALTERNO"",""0000-00-00"","""",""DATACENTER MEDELLIN"",""SI"",""MEDELLIN"",""No tiene Politicas"","""","""""
"ARLORCBDP01,""AIX 7.2 7200-05-06-2320"",""8"",""600"",""80608"",""Virtual"",""10.206.4.32"",""78DC53X3"",""Activo"",""0"",""running"","""",""POWER9_Base"","""",""Produccion2"","""","""","""","""",""KYNDRYL"",""-"",""IBM"",""DATACENTER BOGOTA"",""N/A"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"","""",""SERVIDOR DE BASE DE DATOS"",""2021-09-14"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"ARLORCBDP02,""AIX 7.2 7200-05-06-2320"",""8"",""600"",""33722"",""Virtual"",""10.206.4.34"",""78DC55X3"",""Activo"",""0"",""running"","""",""POWER9_Base"","""",""Produccion2"","""","""","""","""",""KYNDRYL"",""-"",""-"",""DATACENTER BOGOTA"",""-"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"","""",""SERVIDOR DE APLICACIONES"",""2021-09-14"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"ARLORCBDSA01,""AIX 7.2 7200-05-06-2320"",""4"",""105"",""51138"",""Virtual"",""10.200.154.57"",""78DC52X4"",""Activo"",""0"",""running"","""",""POWER9_Base"","""",""SitioAlterno"","""","""","""","""",""KYNDRYL"",""-"",""-"",""DATACENTER BOGOTA CALLE 80"",""-"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"","""",""SERVIDOR DE BASE DE DATOS"",""2021-09-14"",""SI"",""Gestionado"",""SITIO ALTERNO"",""0000-00-00"","""",""DATACENTER MEDELLIN"",""SI"","""",""SI"","""","""""
"arlprocp01,""Red Hat Enterprise Linux 7 (64-bit)"",""2"",""4"",""46"",""Virtual"",""10.205.29.201"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware43ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8276L CPU @ 2.20GHz"","""",""VMware, Inc."",""Template ICO RHEL7.3 + cloud-init cfg JSI 19/Jul/2017 v1 JSI 21/Jul/2017 v2 JSI 8/Nov/2017 v3 - RHEL 7.4 + update cloud-init LVM no disk root resize JSI 20/12/2017 v4 - add space in VG for ITM and Teamquest JSI 26/01/2018 v5 - Full LVM + FS ITM + Teamquest JSI 17/04/2018 - Disable update hostname + hosts + salt + puppet + ec2"",""KYNDRYL"","""","""",""DATACENTER BOGOTA"",""203954"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""CA 203954"",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"ARLRODCP02,""Microsoft Windows Server 2016 Standard"",""4"",""8"",""558"",""Fisico"",""10.202.82.251"",""DDHSZV2"",""Activo"",""0"","""","""","""","""","""",""Intel(R) Xeon(R) E-2124 CPU @ 3.30GHz"",""Dell Inc."",""PowerEdge T340"","""",""ARUS"",""Active Directory"","""",""ARL - CPT Las Americas"","""",""4501117700"",""2263"",""110000056482"",""88273001"",""2019-03-28"",""2024-04-26"",""ARL SURA"","""",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""SEDE"",""SI"",""BOGOTA"",""SI"","""","""""
"ARLRODCP03,""Microsoft Windows Server 2016 Standard"",""4"",""8"",""558"",""Fisico"",""10.201.18.251"",""92G87X2"",""Activo"",""0"","""","""","""","""","""",""Intel(R) Xeon(R) E-2124 CPU @ 3.30GHz"",""Dell Inc."",""PowerEdge R340"","""",""ARUS"",""Active Directory"","""",""ARL - Aguacatala"","""",""4501144455"",""2378"",""110000017876"",""71841002"",""2019-05-24"",""2024-06-23"",""ARL SURA"","""",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""SEDE"",""SI"",""MEDELLIN"",""SI"","""","""""
"arlwlsappp01,""Red Hat Enterprise Linux 8 (64-bit)"",""10"",""34"",""175"",""Virtual"",""10.203.20.225 | 10.9.8.9"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmware42ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8276L CPU @ 2.20GHz"","""",""VMware, Inc."",""07jul20 - RHEL 8.2"",""KYNDRYL"",""Weblogic"",""Equipo Appserver"",""DATACENTER BOGOTA"",""283175"","""","""","""","""",""0000-00-00"",""0000-00-00"",""ARL SURA"",""Cambio tipo almacenamiento - Cluster gfs PDN OC  283175"",""SERVIDOR DE APLICACIONES"",""2021-07-15"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"arlwlsappp02,""Red Hat Enterprise Linux 8 (64-bit)"",""10"",""34"",""175"",""Virtual"",""10.203.20.226 | 10.9.8.10"",""42156f93-adbd-cf5c-24e3-33945f28bf2c"",""Activo"",""3"",""poweredOn"",""toolsOk"",""vmware36ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."",""07jul20 - RHEL 8.2"",""KYNDRYL"","""",""Equipo de base de datos"",""DATACENTER BOGOTA"",""283175"","""","""","""","""",""0000-00-00"",""0000-00-00"",""TRANSVERSAL"",""Cambio tipo almacenamiento - Cluster gfs PDN OC 283175"",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""SI"","""","""""
"ARRODCP01,""Microsoft Windows Server 2016 Standard"",""0"",""0"",""0"",""Virtual"",""10.209.68.254"","""",""Activo"",""0"","""","""","""","""","""","""","""","""","""",""ARUS"",""Active Directory"","""",""Itagui ARUS"","""","""","""","""","""",""0000-00-00"",""0000-00-00"",""SEGUROS GENERALES"",""OC 221278  Se crea la OC para el ingreso del servidor controlador de dominio ARRODCP01 con roles DE AD - DHCP - DNS. Este servidor se creo como maquina virtual en el servidor de systemcenter SRSCITAGLAB02"",""SERVIDOR DE DIRECTORIO ACTIVO"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""SEDE"",""SI"",""MEDELLIN"",""SI"","""","""""
"Backupandmonitoring_IATM,""Ubuntu 14.4 LTS"",""4"",""16"",""500"",""Virtual"","""","""",""Activo"",""0"","""","""","""","""","""",""Intel(R) Xeon(R) CPU E5-2407 (4 cores)"","""","""","""",""ARUS"",""Hipervisor"","""",""IATM Dinamica La 80"","""",""0"",""0"",""0"",""0"",""0000-00-00"",""0000-00-00"",""IATM-AYUDAS DIAGNOSTICAS"","""",""SERVIDOR DE APLICACIONES"",""2021-03-27"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""SEDE"",""SI"",""MEDELLIN"",""No Requiere"","""","""""
"Bogapsfrlx01,""Red Hat Enterprise Linux 7 (64-bit)"",""4"",""14"",""100"",""Virtual"",""10.200.153.18"","""",""Activo"",""2"",""poweredOn"",""toolsOk"",""vmwaresa06.suramericana.com.co"",""Sura-SitioAlterno"",""SA"",""Intel(R) Xeon(R) Gold 6238R CPU @ 2.20GHz"","""",""VMware, Inc."",""OC350128 Dawin Sanchez Clon Vlan 901 IP 10.200.153.25"",""KYNDRYL"",""Forms"",""Anuar Azor Villa"",""DATACENTER BOGOTA CALLE 80"",""350128"","""","""","""","""",""0000-00-00"",""0000-00-00"",""SEGUROS GENERALES"",""OC 350128 Dawin Sanchez Clon Vlan 901 IP 10.200.153.25"",""SERVIDOR DE APLICACIONES"",""2023-08-10"","""",""Gestionado"",""SITIO ALTERNO"",""0000-00-00"","""",""DATACENTER BOGOTA"","""","""",""NO"","""","""""
"bogapsfrlx01_old,""SUSE Linux Enterprise 8/9 (64-bit)"",""2"",""6"",""65"",""Virtual"","""","""",""Activo"",""2"",""poweredOn"",""toolsNotInstalled"",""vmwaresa05.suramericana.com.co"",""Sura-SitioAlterno"",""SA"",""Intel(R) Xeon(R) Gold 6238R CPU @ 2.20GHz"","""",""VMware, Inc."",""IP 10.200.153.18 Vlan 901"",""KYNDRYL"","""",""Anuar Azor Villa"",""DATACENTER MEDELLIN"","""","""","""","""","""",""0000-00-00"",""0000-00-00"",""SEGUROS GENERALES"","""",""SERVIDOR DE APLICACIONES"",""2023-08-14"","""",""Gestionado"",""SITIO ALTERNO"",""0000-00-00"","""",""DATACENTER MEDELLIN"","""",""MEDELLIN"",""NO"","""","""""
"BOGCL80DC01,""Microsoft Windows Server 2012 (64-bit)"",""8"",""16"",""175"",""Virtual"","""","""",""Activo"",""3"",""poweredOff"",""toolsNotRunning"",""vmware36ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz"","""",""VMware, Inc."","""",""ARUS"",""Active Directory"","""",""DATACENTER BOGOTA"","""","""","""","""","""",""0000-00-00"",""0000-00-00"",""SEGUROS GENERALES"","""",""SERVIDOR DE APLICACIONES"",""2023-11-21"","""",""Gestionado"",""PRODUCCION"",""0000-00-00"","""","""","""",""BOGOTA"",""NO"","""","""""
"BOGCL80DC01-New,""Microsoft Windows Server 2022 (64-bit)"",""12"",""36"",""250"",""Virtual"","""","""",""Activo"",""3"",""poweredOff"",""toolsNotInstalled"",""vmware43ncelta.suramericana.com.co"",""SURA"",""PDN-Celta"",""Intel(R) Xeon(R) Platinum 8276L CPU @ 2.20GHz"","""",""VMware, Inc."",""OC353945  John Dairon Montoya Ruda Vlan 63 IP 10.205.30.70"",""ARUS"",""Domain Controller"",""Aldemar Posada"",""DATACENTER BOGOTA CALLE 80"",""353945"","""","""","""","""",""0000-00-00"",""0000-00-00"",""SEGUROS GENERALES"",""OC353945  John Dairon Montoya Ruda Vlan 63 IP 10.205.30.70"",""SERVIDOR DE APLICACIONES"",""2023-09-19"",""SI"",""Gestionado"",""PRODUCCION"",""0000-00-00"","""",""DATACENTER BOGOTA"",""SI"",""BOGOTA"",""NO"","""","""""
